false_positive_rate,true_positive_rate,threshold
0.08891066928031363,0.610062893081761,0.57741725
0.08891066928031363,0.6124213836477987,0.5768173
0.08919070288434612,0.6124213836477987,0.5767095
0.08919070288434612,0.6132075471698113,0.57667685
0.08989078689442734,0.6132075471698113,0.57528234
0.08989078689442734,0.6139937106918238,0.5752114
0.09003080369644358,0.6139937106918238,0.57508874
0.09003080369644358,0.6147798742138365,0.57481414
0.09059087090450854,0.6147798742138365,0.57461417
0.09059087090450854,0.6155660377358491,0.5743087
0.09073088770652478,0.6155660377358491,0.5742298
0.09073088770652478,0.6163522012578616,0.573793
0.09101092131055727,0.6163522012578616,0.5733992
0.09101092131055727,0.6171383647798742,0.57326764
0.091430971716606,0.6171383647798742,0.57291704
0.091430971716606,0.6179245283018868,0.57290745
0.09283113973676842,0.6179245283018868,0.570747
0.09283113973676842,0.6187106918238994,0.5706062
0.09311117334080089,0.6187106918238994,0.57037413
0.09311117334080089,0.6194968553459119,0.57014716
0.09423130775693084,0.6194968553459119,0.5682088
0.09423130775693084,0.6202830188679245,0.56801385
0.09535144217306077,0.6202830188679245,0.56700087
0.09535144217306077,0.6210691823899371,0.566836
0.095491458975077,0.6210691823899371,0.5667437
0.095491458975077,0.6226415094339622,0.5663584
0.09731167740128815,0.6226415094339622,0.56398875
0.09731167740128815,0.6234276729559748,0.5638394
0.09745169420330439,0.6234276729559748,0.56370366
0.09745169420330439,0.6242138364779874,0.56292844
